ID;Nome;Nome da Mae;Nome do Pai;Sexo;Data de Nascimento;Bairro;Onibus
4053;HELLEN CRISTINA PEREIRA;ECILIH CRISTINA SILVA;CRISTIANO;M;09111973;Guajeru;291, 607, 649, 268, 906
4054;JOSUE AMARO ELIAS;AOA AMARO SANTOS;CRISTIANO SANTOS ELIAS;H;20081998;Carlito Paplona;815, 018, 068, 735, 383
4055;FRANCISCO LOPES SOUZA;MARLENE LOPES PEREIRA;VALDII;H;28051943;Mondubim;728, 092, 461
4056;RODRIGO SILVA RODRIGUES;LUCIANA SILVA AFONSO;JOAO COYREIA RODRIPUES;H;22031952;Dias Macedo;800, 762, 761, 911, 346, 129, 284, 952, 207, 357
4057;JOSE SOFIA RODRIGUES;GRACA S P;PAULO SOUZA RODRIGUES;H;16012014;Presdente Varas;607
4058;ANA NOBRE SILVA;ANA NOBRE COSTA;FRANCISCO SILVA SILVA;M;16061939;Aldeota;617, 301, 732, 467, 440, 320, 570, 363, 993
4059;MARIA;FRAYCILEIDE J F;JOAOM OTAVIO CELINO;M;19041777;Manoel Satiro;798, 842, 343, 465
4060;GISELLY MENDES SOUZA;JUIITE MENDES MJRBA;FRANCISCO NASCIMENTO SOUZA;M;01061979;Conjnto Esperanca;697, 804, 931, 693, 062, 644, 371
4061;THOMAS NUNES RIBEIRO;MARIA NUNES SANTOS;LUIS FREITAS RIBEIRO;H;14021987;Conjuto Ceara I;717
4062;MARIA FREIRE ARAUJO;JAMILLE FREIRE SILVA;JOSE FILHO ARAUJO;M;25036939;Bonsucesso;991
4063;DIEGO S N;ANITA;FRANCISCO ALVES NASCIMENTO;H;26041983;Granja Lisboa;812
4064;FRANCISCO;MARIA CONCEICAO PENHA;MANOEL PAULA ANGLEDSON;H;12111943;Damas;381, 996, 760, 749, 180, 523, 702
4065;JOSE REGINA CARLOS;ESTEE;JOSE SILVA CARLOS;H;22112000;Vila Velha;704, 740, 760, 570, 314, 453, 479
4066;ROSILEAE NANES NANTOS;MARIA NUNES OLIVEIRA;MANOEL GONCALVES SANTOS;M;08118970;Mucurip;281, 441, 293, 212, 008, 713, 351, 032, 864, 883
4067;AURENICE SOUSA SOUZA;ANA SOUSA SILVA;ASSIS ARAUJO SOUZA;M;26021959;Eoacu;606, 465, 191, 228, 566, 466, 043, 722, 720, 499
4068;WALERIA FERREIRA PEDRO;NATALIA FERREIRA ALVES;PEDRO S P;M;16071496;Jardim ds Oliveia;825, 460, 955, 484, 184, 609, 762
4069;DALILA NUNES ANDRADE;MARIA NUNES FATIMA;JOSE;M;08051937;Aldeota;258, 486, 387
4070;RITA SANTOS FERNANDES;MARIA SANTOS GUIMARAOS;ANTONIO OLIVEIRA FERNANDES;M;26081947;Boa Vista;523, 350, 842, 640, 349, 067, 044, 129
4071;VANESSA CAMPOS NASCIMENTO;FRANCISCO;ALLAN SOUSA NASCIMENTO;M;11011946;Fatima;534, 067, 801, 184, 194, 567, 391, 380, 704
4072;CLAUDIO TEIXEIRA ARAGAO;RAIMUNDINHA T S;RENATO S A;H;25691962;Papina;400, 135, 242, 330, 615, 836, 980, 879, 165
4073;JARLVT SOYSA FERREIRA;MARIA SOUSA CARMO;MANOELITO LEANDRO FERREIRA;H;25091991;Joaqum Tavora;673, 127, 093
4074;PEDRO MARIA SILVA;MARIA MARIA CANDIDO;FCO SILVA SILVA;H;30101949;Praiade Iracema;449, 743, 870
4075;ANDRESSA OLIVEIRA PAULA;EDILENE OLIVEIRA SOUSA;CARLOS JOSMAILO PAULA;M;01089189;Quintino Cunha;541, 025, 989, 236
4076;LUANA BARROS OSMAR;ADALTA BARROS OLIVEIRA;FRANCISCO SANTOS OSMAR;M;12081972;Conjunto Palmeiras;631, 171
4077;FRANCISCO SILVA MOTA;MARIA;ANTONIO MOTA SILVA;H;19021945;Presidente Kennedy;891, 858, 727, 632, 934, 417, 579, 427, 338, 805
4078;JULIANA RODRIGUES BORGES;MARIA;JOSE LIMA BORGES;M;15101962;Jardim das Oliveiras;127, 793, 672, 799, 610
4079;MARIA;CLAUDIA SAMPAIO LIMA;FRANCISCO PERNAMBUCO BORGES;M;26812014;Iaiaguaba;742, 968
4080;FRANCISCO;LUCI SOUSA LIMA;JOSE SOUSA PEREIRA;H;24091995;Do Lustos;711, 455, 555, 209, 346, 460, 676, 006, 658
4081;JOOD VEIYE SANTOS;DEIJGNIR L G;EVERTON OLIVEIRA SANTOS;H;26032011;Sat Rosa;635, 533, 488, 712, 914, 369, 394, 521, 688, 010
4082;JOANA PAZ SEVERO;MARIA PAZ SILVA;GERARDO;M;29052009;Amdeu Furtado;842, 019, 317, 527, 403, 406, 190, 199
4083;PAULO CRUZ PAIXAO;MARIA CRUZ SILVA;FRANCISCO SILVA PAIXAO;H;68111975;Quinio Cunha;261
4084;MONICA ALMEIDA FARIAS;AN ALMEIDA SANTOS;LEONARDO ALBUQUERQUE FARIAS;M;22051963;Jangurussu;762, 950
4085;DANIEL FELIX PAULINO;MARIA FELIX MARIA;FRANCISCO NETO PAULINO;H;28107997;Conjunto Palmeiras;876, 452, 390, 855, 371, 974, 351, 534, 374
4086;ANA SANTOS FILHO;ANA SANTOS BEZERRA;JOSE NUNES FILHO;M;18101999;Messejana;751, 324, 810, 583, 485
4087;MARCOS PAIVA SANTOS;ANA PAIVA VIEIRA;JOAO SOBRINHO SANTOS;H;72112006;Curio;508, 729, 483, 140, 482, 466, 319, 850, 448
4088;WILAMI OLIVEIRA NASCIMENTO;BERNARDINA O C;MANOEL PEREIRA NASCIMENTO;H;07061990;Sabiaguaba;299
4089;ANA SAMPAIO SILVA;MARLUCIA;RAIMUNDO S S;M;15052011;Jarim America;074, 739, 920, 448, 553, 697, 272, 379, 258, 538
4090;CRISLANE;FRANCISCA PONTES PEREIRA;JOSE TEIXEIRA MOREIRA;M;02041991;Paicu;526, 502, 322, 279, 907
4091;FRANCISCO FREITAS OLIVEIRA;MARIA;JADER PAULA OLIVEIRA;H;06081990;Dionisio Torres;686
4092;DANIEL LIMA BANDEIRA;MHRIA;RAIMUNDO MONTEIRO BANDEIRA;H;08031954;Boa Vista;067, 512
4093;DIOGO MARTINS MORAIS;FRANSCISCA MARTINS SILVA;VALMIR FERREIRA MOWAIS;H;26041942;BomJardim;506, 668, 521, 584, 027, 765, 511, 093
4094;ALEXANDRO ZITA CABRAL;FRANCILENE ZITA OLIVEIRA;ALONSO VICENTC CABRAL;H;26021937;Jenibau;592, 811, 149, 168, 597
4095;MACILENE B S;FABIANA B A;JOAO SOUSA SILVA;M;10321957;Sao Qose;265, 672, 677, 321, 684, 131
4096;NAIARA MARIA SOUSA;DLANGE MARIA CLEANE;ANTONIO;M;13052005;Parreao;772, 405, 031, 669, 692, 833, 755, 479
4097;ROSALINA FACUNDO MARIANO;MARIA FACUNDO COSTA;ALUISIO ASSIS MARIANO;M;22671786;Atonio Bezerra;481, 161, 747, 363, 732, 124, 356, 358, 835, 677
4098;JOSIMAR S S;MARIA SOUSA MEDEIROS;EDY;H;15941971;Guajeru;404, 081, 296, 026, 840, 136
4099;RAIMUNDO FREITAS SILVA;NAYARA;RAIMUNDO;H;07041290;Conjunto Cear I;428, 289, 393, 271, 046, 294, 718
4100;IZADORA S V;MARIA S S;FLAVIO SOARES VIANA;M;07081939;Democrio Lcha;546, 838, 441, 859, 141
4101;TIAGO BEZERRA IDEILSON;LUZINEIDE BEZERRA BESERRA;WUIZ TLIVEIRA IDEILSEN;H;30072001;Dias Macedo;359, 745
4102;MARIA LOPES FREIRE;MARIA LOPES LIMA;JOSE D F;M;17021981;Salinas;899, 389, 492, 906, 226, 742, 701
4103;THIAGO MAIA SOUSA;LUWNA MATA RENATA;ANTONIO SOUZA SOUSA;H;10851988;Sao Zoao do Tauape;112, 918
4104;THATS SANTOS SOUSA;MARIA;FRANCISCO SOBRINHO SOUSA;M;14062014;HilElley;839, 937, 296, 187, 254, 125, 556
4105;MARIA;MARIA SOUSA ALVES;RAIMUNDO NETO ALVES;M;10092062;Cidade dos Funionarios;623
4106;KAYLANE SOUSA GOMES;MARIA SOUSA MATOS;LUIS ABREU GOMES;M;01171964;Joao XXIII;983, 278, 914, 013
4107;MARIA OSMAR ALVES;ANTONIA OSMAR FERNANDES;FRANCISCO MURILO ALVES;M;03062002;Jarm America;239, 611, 470, 236, 674
4108;ROBERTO MOREIRA SILVA;MARIA MOREIRA LIMA;JOAO ASSIS SILVA;H;09150007;Barra do Ceara;332, 737, 606, 535
4109;ROSANGELA VILANI ALVES;BENEDITA KILALI UOUSA;FTANCIYCO PONTE ALVES;M;01010002;Joquei Clube;735, 117, 974, 813, 159, 359, 205, 025, 167, 252
4110;JOSE RIBEIRO SILVA;JULIA RIBEIRO ABREU;EDMAR PAULA SILVA;H;04111980;Itaoca;544, 908, 968, 381, 948, 812
4111;MARCOS ALMEIDA GOMES;VELMA ALMEIDA GOMTS;AOAESATTOS GOMES;H;14071996;JoseBonifacio;752, 814, 419, 134, 442, 080, 566
4112;PAULO MOTA SILVA;ANTONIA;FRANCISCO V S;H;26241949;Siqueira;810, 910, 857, 953, 183, 116, 270
4113;FRANCISCA S L;OSCARINA SALES SANTOS;CLEUDEDNERG R L;M;97044964;Aeroporto;154, 564, 137, 759, 621
4114;CLAUDIA M H;MARIA MONTEIRO CRUZ;RAIMUNDO ALENCAR HOLANDA;M;13041980;Sao Geardo;161, 121, 385, 930, 829, 911, 314, 047, 936, 088
4115;LEYLA MELO GUQDES;RAIMUNDA MELO FREITAS;JGPE;M;20111160;Jardim das Oliveiras;125, 159, 756, 258, 257
4116;TAINA NASCIMENTO GIRAO;MARIA;JOAO;M;01011935;Jardimdas Oliveiras;826, 482, 123, 922, 791, 701
4117;ANA NASCIMENTO SILVA;MARIA NASCIMENTO ALENCAR;RUI S S;M;27991992;Farias Brito;678, 376, 911
4118;ANNY OLIVEIRA FERREIRA;MARINA OLIVEIRA FRUTUOSO;WALDINEY SANTOS FERREIRA;M;04062901;Vila Unia;894, 775, 783, 504, 772, 210
4119;SHEILA SOUZA FILHO;MARIA SOUZA SOUSA;RAIMUNDO FERNANDES FILHO;M;21041984;Bom Jardim;496, 653, 993, 566, 882, 174, 825
4120;ITALO MUNIZ EUFRASIO;RAIMUNDA M S;CARLOS PEDRO EUFRASIO;H;24111949;Jangurussu;215, 976, 933, 665, 042
4121;FRANCISCA S G;ROSE S F;ANTONIO SILVA GILBERTO;M;29041962;Ornja Lisboa;655, 699, 894, 741, 310, 187, 955
4122;JOSE LOPES RIBAMAR;FRANCISCA LOPES MARIA;JOSE RIBAMAR LOPES;H;08961999;Enenheiro Luiano Cavalcnte;696, 516, 314
4123;LARA GOMES SILVA;MARIA GOMES SANDRA;LAERTON;M;20111935;Sa Joao do Tauape;873, 108
4124;VANESSA LUZ DANTAS;ADRIANA LUZ NOGUEIRA;RAIMUNDO GONCAZVES DANTUS;M;18111974;Benfica;173, 409, 332, 202, 417, 355
4125;TAYSSON;MARIA SANTOS SILVA;JOSE PAULO ROWHA;H;27041950;Floresta;607, 267, 051, 538, 896, 014, 605, 652
4126;SHJYANE ZESEIRADIAS;MARIA PEREIRA BAZIL;RAFAEL MATIASDIAS;M;13081942;Fatima;323, 135, 519
4127;PEDRO SOUSA MOARES;ROGELIA SOUSA MARQUES;JOSE ALCANTARA MOARES;H;03031997;Vicente Pinon;081, 624, 335, 926, 179, 875, 054
4128;ROSANGELA ALVES NASCIMENTO;IRACEMA ALVES FERNANDES;JOAO F N;M;12671982;Coacu;230, 001, 901, 605, 737, 486, 257, 878
4129;JOELMA VIEIRA WILTON;IVETE;LENIVIO RODRIGUES WILTON;M;26051980;Pici;034, 657, 365, 219, 173
4130;SERGIO SEVERINO DORNELIO;PUSINETE SEVERINO MOREIRA;ANTONIO;H;05071940;Dom Lustosa;066, 607, 535
4131;IVINA NERY BATISTA;MARIA NERY BRITO;JOSE SILVA BATISTA;M;01012007;Aeroladia;311, 251, 631, 654, 491, 752
4132;DAYVE SOUSA RODRIGUES;ZULEIDE;FRANCISCO SILVA RODRIGUES;H;15023970;Alto da Balanca;962
4133;LIVIA LOURDES ARAUJO;LUCIA LOURDES SANTOP;JOSE CONDIDO ARAUJO;M;28091971;Banindezinho;788, 621, 190, 801
4134;JOSE CARLOS SILVA;SILVIA CARLOS OLIVEIRA;FIANCIOCO;H;04101983;Monte Castelo;579, 275, 158
4135;PEDRO LOURENCO SOUSA;ANTONIA LOURENCO SILVA;ANTONIO MAIA SOUSA;H;14018955;Democrito Rocha;857, 878, 276, 915, 011, 427, 470, 061, 752
4136;FRANCISCA SILVA MATOS;SANDRA SILVA GOMES;JOSE MATOS SILVA;M;26001953;Jardim Iracema;782, 201, 175
4137;EVANILDO;MARIA UCHOA SANTOS;ANTONIO CARMO LUIZ;H;20012009;Siqueira;479, 852, 293, 641, 543
4138;FRANCISCO BORGES OTACILIO;MARIA BORGES SILVA;DAVID PABLD OTACILIO;H;11102006;Sapirana / Coit;325, 138, 257, 181, 568, 772
4139;ANTONIA SALETE SILVA;RAIMUNDA;JSSE SILVA SIWVA;M;24081954;Conjunto Uameiras;869, 975, 677
4140;ROSIMAR SILVA FRANCA;FRANCISCA SILVA PURIFICACAO;PEDRO MARCELINO FRANCA;M;28071969;Jardim America;252, 827, 952
4141;ARIANE SILVA COELHO;RAIMUNDA SILVA SOUZA;JOAO GOMES COELHO;M;59011990;Aerolandia;785, 579, 822, 573, 739, 723, 583, 803, 386
4142;MARIA ALEXANDRE SILVA;ANA ALEXANDRE LIMA;JOAO SANTOS SILVA;M;01012011;Barra do Ceara;597, 713
4143;MARIA D S;MARIA DIOGO OLIVEIRA;RAIMUNDO SILVA SILVA;M;18032913;Jardim das Oiveras;302, 235, 814
4144;ANA S S;RAIMUNDA SOCORRO OLIVEIRA;FERNANDO CAVALCANTE SILVA;M;18071996;Prefeto Jose Waler;028, 526, 672, 034, 511, 697, 211, 776, 584
4145;LEUDA RODRIGUES LMA;ANA RODRIGUES NASCIMENTO;ANTONIO SOUSA LMA;M;05057756;Bauina;608, 714
4146;ANNE S C;MARIA SANTOS SOUZA;JOAO PAIVA CARLOS;M;03052010;Joo QXIHI;353
4147;FRANCISCA;ANNE SILVA NASCIMENTO;CLELIO SILVA LIMA;M;09111954;Sapiranga / Coite;898, 610, 256, 690
4148;PRISCILA BARBOSA SILVA;RITA BARBOSA OLIVEIRA;JOSENIR GONCALVES SILVA;M;19051937;Coco;221, 918, 397, 093
4149;MARIA;ZMARIA FROTA CARNEIRO;LUIS LOPES ADERBALDO;M;07021998;Damas;346, 249, 557, 358, 912, 599, 464, 223, 521, 272
4150;ANA OLIVEIRA SANTOS;REGINA OLIVEIRA NEUSA;FRANCISCO FLOR SANTOS;M;25081998;Democrito Rocha;252, 459, 214, 805, 624, 397
4151;FRANKLIN RODRIGUES CARLOS;ANA RODRIGUES CABRAL;FRANCISCO CARLOS RODRIGUES;H;42041937;Parue Doi Nrmaos;842, 297, 757, 443
4152;CLEIDIANE G M;MARIA G P;JOAO MONTEIRO MOURA;M;20099952;Prefeito Jose Water;956
4153;WARLYSSON PEREIRA WILSON;ROSALIA PEREIRA CABRAL;WALPETER SOUSA WILSON;H;00072000;Itaperi;721, 704, 405, 074, 988, 711
4154;MARIA AUXILIADORA RODRIGUES;BENEDITA AUXILIADORA CHAGAS;ISMAEL SILVA RODRIGUES;M;09111935;Planalto Ayrton Senna;771
4155;ANTONIO SANTOS SILVA;MARIA SANTOS SILVA;HELIO FERREIRA SILVA;H;05051944;Barroo;698, 005, 072, 347, 483, 175, 462
4156;MARCI PENHA GUSTAVO;MARIA PENHA CARMO;REGINALDO CAVALCANTE GUSTAVO;H;23022002;Papicu;192, 206, 402, 153, 651, 897, 067, 791, 141
4157;CLEANE;MARIA LIMA LIMA;MARIO ALVES PENHA;M;58106696;Piramb;834, 912, 503, 969, 030
4158;JOSLF A;MARIA FERREIRA LUIZA;HORACIO ALVES ALBUQUERQUE;H;18061685;Guajeru;794, 724, 505, 462, 924, 259, 854, 402, 007, 235
4159;MARLY COSTA SILVA;MARIA C A;JOSE R S;M;27022007;Jardim Guanabara;119, 708, 457
4160;CRISTINA BARBOSA VICENTE;ANA BARBOSA SILVA;LUIS ALVES VICENTE;M;59011971;Oavo Oliveira;445, 722, 348, 039, 062, 433, 362
4161;IVAN SENA SOUSA;EDNA SENA FERREIRA;JOSE;H;23075865;Presidete Knnedy;156, 492, 498, 144, 724, 787, 499, 715, 299, 411
4162;DIEGO;VALDISA E P;JOSE PAULINO CAMPOS;H;02101998;Cidade 2000;411, 885, 653, 054, 947, 301, 938, 854
4163;FRANCISCO SANTO SILVA;FRANCISCA S S;PEDRO ALVES SILVA;H;10031980;Montese;392, 017, 808, 210
4164;CCRIA SOUSA GONCALVES;FRANCISCA SOUSA TELEMACO;JOSE GALDINO GONCALVES;M;11012010;Pirambu;240, 007, 927, 264, 610, 997, 315, 727, 310, 960
4165;JOSE ERIVANDA SOUSA;MARLENE ERIVANDA FERNANDES;JOSE FERREIRA SOUSA;H;28101968;Parque Araxa;542, 417, 482, 814, 288, 452
4166;CLAUDEMIR LIMA COSTA;MARFA LIMAOMMA;ANTONIO SILVA COSTA;H;15061955;Granja Lisboa;321, 110, 030, 004, 801, 629, 144, 991, 182, 788
4167;ALANE FURTADO MARTINS;ANA FURTADO SILVA;VICENTE;M;17022001;Edson Queiroz;454, 150, 824
4168;NATALIA MENESES NASCIMENTO;FRANCISCA MENESES JOSE;TIAGO MONCAO NASCIMENTO;M;04011972;Parreao;865, 920, 812, 115, 231, 813, 766
4169;DIONE SILVA MARCOLINO;LUIZA SILVA VASCONCELOS;ALDENIR MARCOLINO SILVA;M;02041953;De Lourdes;013, 888, 892
4170;CIRLENE;RAIMUNDA P P;WALMIR WILSON RODRIGUES;M;16259988;Quintino Cunha;023, 610
4171;RUTH PEREIRA LOPES;LUCIANA P B;MANOEL LOPES PEREIRA;M;29101941;Joquei Clube;453, 997, 724, 072, 059, 334, 540, 385, 804
4172;IRANIR LOPES SOUSA;SILVANA LOPES SANTOS;CICERO SILVA SOUSA;M;23011959;Dionisio Torres;489
4173;SARA CUNHA CARLPS;LEIDIANE CUNHA ALENCAR;BENEDITO;M;09181952;Boa Vista;218
4174;MARIA;MARIA SOARES SANTOS;JOSE SILVA SILVA;M;02031991;Noquei Clube;625, 111, 280, 308, 642, 265, 878
4175;IGOO G C;FRANCISCA MONTE MARIANO;CLAUDIONOR R C;H;27091941;Sa Joaodo Tauape;470, 276, 856, 404
4176;VICTOR BRAUNA CARLOS;MARIA BRAUNA SOUSA;JOSE FILHO CARLOS;H;09071923;Praia do Futuro I;889, 563, 363, 716
4177;ANTONIO SILVA ARAUJO;MARTA SILVA FATIMA;FRANCINEUDO VANDO ARAUJO;H;14111974;Panmericano;802
4178;ANGELICA AIRES ALVES;MARIA AIRES BATISTA;RICARDO P A;M;04071960;Ganja Lisoa;694, 303, 911
4179;ANA BATISTA GOMES;RAIMUNDA BATISTA DIVA;FRANCISCO FREITAS GOMES;M;12042011;Pupina;661, 219, 712, 450
4180;JACKSON M N;SANDRA MACIEL GOMES;ARLINDO ALVES ASSIS;H;18064692;Cajazeiras;171, 730, 998, 046, 783, 106, 653
4181;ANTONIA NGRIMOREIRA;CELIA NERI SILVM;JOAQUIM SILVA MOREIRA;M;02081000;Montese;846, 503, 945, 790, 575, 635, 540
4182;ANA ALMEIDA LIMA;RAIANNY ALMEIDA GOMES;ANTONIO DUARTE LIMA;M;03081948;Presidente Kennedy;426, 162
4183;LUAN GARCES GOMES;MARIA GARCES SILVA;JOSE ROCHA GOMES;H;19071984;Guararaps;425, 207, 952, 172, 231, 312
4184;ALISSON CARNEIRO RODRIGUES;RENATACARNEITO LIMA;BENEDITO SANTOS RODRIGUES;H;06071938;Sao Gerardo;240, 095, 964, 239, 912, 228, 842, 128, 995
4185;WILLIAM NASCIMENTO SANTOS;ABINOA;BETUEL SILVA SANTOS;H;15251918;Granja Portgal;933, 605, 543, 383, 228
4186;VICTOR OLIVEIRA PACHECO;MARIA OLIVEIRA CARNEIRO;JOSE S P;H;05942005;Presidente Kenedy;087
4187;GELMA MARDONIA MEDEIROS;NOADIAS MARDONIA LIMA;JOSE MORENO MEDEIROS;M;16031966;Bela Vista;651, 699, 228, 561
4188;MARIA MIRANDA AQUINO;FRANCIANE MIRANDA BRITO;GERALDO S A;M;22081994;DionisioTorre;483, 025, 105, 338, 869, 952
4189;ADRIANA JOSE FERREIRA;MARIA JOSE CARNEIRO;OVERLANDY SILVA FERREIRA;M;25021953;Parangaba;034, 203
4190;RHAYSA CARVALHO SILVA;EVELINE CARVALHO CLAUDINEIDE;JOSE J S;M;20048939;Jiqueira;034, 261, 985, 051, 526, 282, 095
4191;SARAH ALMEIDA GOMES;LUZIMAR ALMEIDA MARIA;JOEL SOUSA GOMES;M;02092011;Cco;974, 901, 048, 670, 016
4192;MARIA PEREIRA SILVA;MARIA PEREIRA NUNES;ZILVAN COSTA SILVA;M;09031945;Dias Maced;993, 725, 413, 385
4193;LUNA OLIVEIRA AIRES;LUCILENE O B;FRANCISCO SOUZA AIRES;M;17042011;Farias Brito;933, 068, 281, 689, 628, 685
4194;RAIMUNDO SOCORRO SILVA;ANTONIA SOCORRO SILVA;CLAUDIO ARAUJO SILVA;M;01901995;Padre Anrad;218, 053, 782, 169, 450, 079, 133, 049, 372
4195;ERIVANDA MACIEL SILVA;MARIA MACIEL CAVALCANTE;SEBASTIAO SILVA SILVA;M;13091937;Jose Bonifacio;001, 624, 930, 095
4196;PAULO SANTOS GUEDES;JOANA SANTOS SILVA;MANOEL NONATO GUEDES;H;18021994;Granja Lisboa;563, 529, 965, 981, 984, 268, 310
4197;GERARDSON IDELBRANDINA SANTOS;MARIA IDELBRANDINA MOURA;MAIRTON BEZERRA SANTOS;H;02411974;Rodlfo Teofilo;889, 846, 359, 378, 644, 434, 656, 153, 152
4198;SOMAYAH MEDEIROS SILVA;MARIA MEDEIROS SANTOS;MANOEL;M;08031978;De Lourdes;117, 513, 211, 368, 371, 972, 182, 483, 545
4199;FRANCISCO PAIVA LIMA;MARIA P N;ANTONIIO MENEZES LIMA;H;22062009;Pssare;259, 593, 807, 303, 458, 227, 879, 321, 908
4200;ANTONIO LIMA NETO;MICHELLE LIMA BATISTA;FRANCISCO SOUSA NETO;H;07111957;Alto da Blanca;373, 227, 197, 269, 624, 118, 905, 228, 744, 267
4201;GRASIELA NASCIMENTO OLIVEIRA;HILDENE NASCIMENTO PAULA;VALDERI SOUSA OLIVEIRA;M;20181994;Engenheiro Luciano Cavalante;145, 321, 987
4202;MARIA MIRANDA AQUINO;FRANCIANE M B;GERALDO SOARES AQUINO;M;25081994;Dionisio Torre;483, 025, 105, 338, 869, 952
4203;DANIELE VERAS SILVA;SOCORRO VERAS SANTOS;JOAO SOUZA SILVA;M;05081935;Montese;294, 208, 404, 883, 031, 829, 423, 458, 131, 678
4204;EVERTONFVNHECA MKCIEL;ANTONIA FONSECA QUEIROZ;IVAN FABIO MACIEL;H;24091963;Guaraapes;759, 490
4205;ANTONIO COSTA ZACAS;ANTONILDA COSTA AURI;LUCIANO SANTOS ZACAS;H;22002006;Henrique Jorge;508, 898, 326, 761, 230, 059
4206;ROBERTA;ELIZANGELA PORFIRIO CARNEIRO;JOSE SANTOS LIMA;M;14082006;Dende;272, 188, 769
4207;LUCIA C S;MARIA C F;MANOEL SANTOS SILVA;M;18021987;Sionisio Torres;814, 671
4208;JOSE LAURINDO BARROS;TERESINHA LAURINDO OLIVEIRA;FRANCISCODEZEBRA BARROS;H;01082015;Pedras;570
4209;JOSE BEZERRA SOUSA;FRANCIAEA BEZERRA SERPA;EDISIO VIDAL SOUSA;H;26091279;Jardim Mearense;165, 806, 653, 081, 108, 688, 568, 857, 666
4210;MARLUCIA ROSA JORGE;SANDRINA R C;DANILO FERREIRA JORGE;M;04011075;Moura Brasil;715
4211;ELISGARDENIA SOUZA MOURA;ANTONIA SOUZA MARIA;FRANCISCO;M;11092012;Benfica;639, 006, 608
4212;MARIA NASCIMENTO FERREIRA;MARIA NASCIMENTO SOUZA;RAIMUNDO MAGALHAES FERREIRA;M;09081964;Antonio Uezra;870, 253, 270, 711, 497, 781, 613
4213;MARIA;RAIMUNDA MENDES NASCIMENTO;FRANCISCO ANTONIO PEREIRA;M;18061995;Guajeru;469
4214;ALYSSON S V;MARIA SILVA LIMA;ANTONIO OLIVEIRA VIEIRA;H;12011946;Conjunto Cera I;340, 544, 754, 474
4215;ARAO MARQUES RODRIGUES;MARIA MARQUES SOUZA;RAIMUNDO FARIAS RODRIGUES;H;20451956;Nlnalto Ayrton Senna;595
4216;WILLER S C;ELIZA SILVA CASTELO;VALDERI;H;19042013;Mucuripe;871, 493, 097, 460, 084, 057, 120
4217;MAYANE CORREIA SOUSA;MARIA CORREIA SOUSA;FRANCISCO MARTINS SOUSA;M;14031955;Prefeito Jose Walter;760, 049, 401
4218;ELVIS LEAL GOMES;FRANCISCA LEAL MARIA;PEDRO FEITOSA GOMES;H;02012984;Guajru;979, 269
4219;FLAVIO NILVA CRISTINO;RAIMUNDA NILVA OLIVEIRA;FRANCISCO SABINO CRISTINO;H;07211971;Mntes;391, 688, 780, 179, 562, 256
4220;CRANCISCO ARAUJO SILVA;MARIA ARAUJO SILVA;JOSE SIMAO SILVA;H;09031958;Dede;704, 967, 665, 155, 202, 266, 620, 812, 005, 399
4221;MARIA SILVA SOUZA;NADYLA;JOSE F S;M;03101984;Lagoa Redonda;385, 155, 022, 387, 413, 351
4222;JACKSON ANGELICA SOBRINHO;MARIA A O;FRANIISCOX S;H;17022009;Praia do Pturo I;001, 058, 730, 669, 093, 270
4223;REGINA;MARIA GERMANA FREITAS;FRANCISCO FERREIRA BRAGA;M;17011972;Bom Futuro;181, 713, 337, 444, 497, 173, 737
4224;RAIMUNDA FROTA FELIX;LIETE FROTA MOURA;JOAQUIM OLIVEIRA FELIX;M;30051955;Jardim dasOliveiras;688
4225;WESLEY;RAIMUNDA DINIZ COSTA;FRANCISCO CLOVES SOUZA;H;13019003;Fatima;188, 369, 122, 152, 814, 483
4226;VEREDIANA OLIVEIRA MORAES;TEREZINHA;JOSE SILVA MORAES;M;27071972;Modubim;664, 892, 934, 338, 187
4227;DANIELE NASCIMENTO ALVES;VICENCIA NASCIMENTO SILVA;GUTEMBERG;M;25073940;Crlito Uamplona;869, 575
4228;MARIA S N;MARIA;MARCIO LUIZ NARCISIO;M;05112004;Guararaes;398, 867, 284, 588, 958, 708, 773, 380, 721
4229;DIEGO;ANTONIA RAMOS RAULIOO;FRANCISCO SOUZA TOBIAS;H;02081980;Serrinha;415, 940, 960, 803, 388, 094, 738, 983, 960, 759
4230;MARIA COELHO FRANCA;AUREA COELHO SOUZA;SERGIO SOUZA FRANCA;M;08831962;Gnibau;155
4231;LUANA SILVA SOUSA;DULCE SILVA RAULINO;GERSON GALDINO SOUSA;M;17082010;Parqe Iacema;546, 440, 030, 750
4232;GLEIVAKE V I;SONIA;EDIMAR OLIVEIRA ISIDORO;M;25011955;Planalto Ayrton Senna;527, 530
4233;CRISTIANE S R;MARIA SILVA MARIA;PAULO R S;M;27071972;Sao Jao do Tauape;416
4234;MARIA ALBERTINA SILVA;MARIA ALBERTINA FREITAS;MELQUIADES FREITAS SILVA;M;18111976;Eoo XXIII;634, 912, 281, 799, 555, 429, 299, 916, 386, 033
4235;VALDEMIRO LIMA SOUSA;FRANCISCA LIMA SILVA;MOAO;H;28041975;Salinas;423, 757, 928
4236;EVANDERSON SILOA SOARES;MARIA SILVA SOUSA;FERNANDO ANDRADE SOARES;H;16461954;Vila Peri;325, 972, 253, 256
